Sijk
k : 0
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
0.0000e+00	-8.3001e-03	-6.8955e-03	-5.8383e-03	-4.9758e-03	-4.2580e-03	-3.6549e-03	-3.1446e-03	-2.7104e-03	-2.5833e-03	-2.2386e-03	-1.9078e-03	
0.0000e+00	0.0000e+00	-1.7138e-02	-1.4462e-02	-1.2304e-02	-1.0517e-02	-9.0203e-03	-7.7560e-03	-6.6829e-03	-6.3679e-03	-5.5157e-03	-4.7002e-03	
0.0000e+00	0.0000e+00	0.0000e+00	-2.2838e-02	-1.9380e-02	-1.6541e-02	-1.4170e-02	-1.2174e-02	-1.0482e-02	-9.9866e-03	-8.6457e-03	-7.3640e-03	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-2.6955e-02	-2.2943e-02	-1.9621e-02	-1.6835e-02	-1.4481e-02	-1.3793e-02	-1.1933e-02	-1.0156e-02	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-2.9991e-02	-2.5576e-02	-2.1904e-02	-1.8816e-02	-1.7914e-02	-1.5482e-02	-1.3165e-02	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-3.2252e-02	-2.7542e-02	-2.3612e-02	-2.2469e-02	-1.9392e-02	-1.6470e-02	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-3.3947e-02	-2.9017e-02	-2.7592e-02	-2.3771e-02	-2.0157e-02	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-3.5224e-02	-3.3456e-02	-2.8748e-02	-2.4327e-02	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-3.5569e-02	-3.0529e-02	-2.5812e-02	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-3.6433e-02	-3.0704e-02	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-3.7163e-02	

k : 1
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
